,Norm,Value
74,705.9043766123173,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395905999814, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
75,705.9043759521442,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640777845756, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
76,705.9043968,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.82347955724562, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
77,705.9043759821992,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151091462275, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
78,705.9043759521442,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027422687465, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
79,705.9043747229717,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241687104384, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
80,705.9043368574992,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411613589784, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
81,705.9043759521442,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194319708512, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
82,705.9043718816913,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683023963898, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
83,705.9043396256135,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.509593018736501, 0.02901701964921688, 0.8029486493520771]"
84,705.9043759521442,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.029017020081604165, 0.8029486493520771]"
85,705.9043759521442,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307535, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486613169443]"
86,662.4337193485367,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
87,668.0789571,"[58.43708297719766, 6.34346561586129, -182.11465543485517, 0.6445053919069655, -116.5570425233069, 42.595410192664254, 11.816556397864622, 0.34541640263135204, -23.95994860138038, -3.39319151633613, 0.4432027356645111, 0.07403745358490998, -0.21034192998265033, 0.4790194248329055, -0.9196982819368938, 2.580961290627663, 0.02901701964921688, 0.8029486493520771]"
88,705.9043759521442,"[58.43247998535277, 6.311065668009161, -182.08099441851692, 0.6445053919069655, -116.82030704527445, 42.586747308304, 18.501395630307538, 0.34541640263135204, -23.823479912243133, -3.3931151597075835, 0.4432027356645111, 0.07377241577174919, -0.21652411936235863, 0.4790194248329055, -0.9254683161869424, 2.5095929813406515, 0.02901701964921688, 0.8029486493520771]"
89,662.4337184221326,"[58.4340151867024, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
90,662.4337180471667,"[58.43401431596774, 6.321865744829677, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
91,662.4337196471755,"[58.43401431596774, 6.321865650626537, -182.0922120439109, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
92,662.4337193485367,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445054015108442, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
93,662.4337188850552,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.73255046516802, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
94,662.4337193477497,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.5896355710591, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
95,662.4337198348998,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.27311612864822, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
96,662.4337193485367,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640777845756, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
97,662.4337439765947,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.86896911961352, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
98,662.4337182463086,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140561355364, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
99,662.4337193485367,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027422687465, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
100,662.4337307650171,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076281008057, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
101,662.4336996,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338637336898, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
102,662.4337193485367,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194319708512, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
103,662.4337289960222,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449576750336, 2.5333824177696553, 0.02901701964921688, 0.8029486493520771]"
104,662.4337022,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.533382455519995, 0.02901701964921688, 0.8029486493520771]"
105,662.4337193485367,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.029017020081604165, 0.8029486493520771]"
106,662.4337193485367,"[58.43401431596774, 6.321865650626537, -182.09221475729635, 0.6445053919069655, -116.7325522046186, 42.58963493642408, 16.273115886159896, 0.34541640263135204, -23.868969475288882, -3.393140611917099, 0.4432027356645111, 0.07386076170946945, -0.21446338956912253, 0.4790194248329055, -0.9235449714369262, 2.5333824177696553, 0.02901701964921688, 0.8029486613169443]"
107,642.3301023836568,"[58.43477974166388, 6.327579514698376, -182.0976816782081, 0.6445053919069655, -116.68878619395636, 42.59082337248472, 15.004965058096499, 0.34541640263135204, -23.905487899837233, -3.3925063904707935, 0.4432027356645111, 0.0733038954898444, -0.2137493613970226, 0.4790194248329055, -0.9266487925772442, 2.5409271800671362, 0.02901701964921688, 0.8029486493520771]"
108,607.7957869338597,"[58.43631059305617, 6.3390072428420545, -182.10861552003158, 0.6445053919069655, -116.60125417263187, 42.593200244606, 12.468663401969703, 0.34541640263135204, -23.97852474893394, -3.3912379475781824, 0.4432027356645111, 0.07219016305059428, -0.21232130505282276, 0.4790194248329055, -0.9328564348578804, 2.5560167046620976, 0.02901701964921688, 0.8029486493520771]"
109,566.1424864,"[58.43937229584075, 6.361862699129411, -182.13048320367852, 0.6445053919069655, -116.42619012998288, 42.597953988848566, 7.396060089716114, 0.34541640263135204, -24.12459844712735, -3.3887010617929607, 0.4432027356645111, 0.06996269817209404, -0.20946519236442304, 0.4790194248329055, -0.9452717194191527, 2.586195753852021, 0.02901701964921688, 0.8029486493520771]"
110,612.2173021374258,"[58.4454957014099, 6.407573611704124, -182.1742185709724, 0.6445053919069655, -116.07606204468493, 42.60746147733369, -2.7491465347910626, 0.34541640263135204, -24.416745843514175, -3.3836272902225173, 0.4432027356645111, 0.06550776841509355, -0.2037529669876236, 0.4790194248329055, -0.9701022885416973, 2.6465538522318672, 0.02901701964921688, 0.8029486493520771]"
111,607.7957869338597,"[58.43631059305617, 6.3390072428420545, -182.10861552003158, 0.6445053919069655, -116.60125417263187, 42.593200244606, 12.468663401969703, 0.34541640263135204, -23.97852474893394, -3.3912379475781824, 0.4432027356645111, 0.07219016305059428, -0.21232130505282276, 0.4790194248329055, -0.9328564348578804, 2.5560167046620976, 0.02901701964921688, 0.8029486493520771]"
112,566.1424860884467,"[58.43937316665525, 6.361862699129411, -182.13048320367852, 0.6445053919069655, -116.42619012998288, 42.597953988848566, 7.396060089716114, 0.34541640263135204, -24.12459844712735, -3.3887010617929607, 0.4432027356645111, 0.06996269817209404, -0.20946519236442304, 0.4790194248329055, -0.9452717194191527, 2.586195753852021, 0.02901701964921688, 0.8029486493520771]"
113,566.1424859138076,"[58.43937229584075, 6.361862793928553, -182.13048320367852, 0.6445053919069655, -116.42619012998288, 42.597953988848566, 7.396060089716114, 0.34541640263135204, -24.12459844712735, -3.3887010617929607, 0.4432027356645111, 0.06996269817209404, -0.20946519236442304, 0.4790194248329055, -0.9452717194191527, 2.586195753852021, 0.02901701964921688, 0.8029486493520771]"
114,566.1424865630044,"[58.43937229584075, 6.361862699129411, -182.13048048972283, 0.6445053919069655, -116.42619012998288, 42.597953988848566, 7.396060089716114, 0.34541640263135204, -24.12459844712735, -3.3887010617929607, 0.4432027356645111, 0.06996269817209404, -0.20946519236442304, 0.4790194248329055, -0.9452717194191527, 2.586195753852021, 0.02901701964921688, 0.8029486493520771]"
115,566.1424864,"[58.43937229584075, 6.361862699129411, -182.13048320367852, 0.6445054015108442, -116.42619012998288, 42.597953988848566, 7.396060089716114, 0.34541640263135204, -24.12459844712735, -3.3887010617929607, 0.4432027356645111, 0.06996269817209404, -0.20946519236442304, 0.4790194248329055, -0.9452717194191527, 2.586195753852021, 0.02901701964921688, 0.8029486493520771]"
