         2666047 function calls (2625147 primitive calls) in 2.395 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      118    0.000    0.000    0.000    0.000 charts.py:117(_wrap_member)
       79    0.000    0.000    0.000    0.000 inspect.py:2146(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 Script.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 Input.py:6(Input)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
        1    0.000    0.000    0.000    0.000 Th.py:1(<module>)
      465    0.000    0.000    0.000    0.000 scanner.py:731(check_plain)
        1    0.000    0.000    0.000    0.000 Track.py:6(Track)
        1    0.000    0.000    0.000    0.000 Tabs.py:6(Tabs)
        1    0.000    0.000    0.000    0.000 Datalist.py:6(Datalist)
        1    0.000    0.000    0.000    0.000 Font.py:6(Font)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
       44    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 Select.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyvista_ndarray.py:53(__new__)
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 DatePickerRange.py:6(DatePickerRange)
       11    0.000    0.000    0.000    0.000 async_utils.py:13(decorator)
        1    0.000    0.000    0.000    0.000 Small.py:6(Small)
        1    0.000    0.000    0.000    0.000 Button.py:6(Button)
        6    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 H6.py:6(H6)
        1    0.000    0.000    0.000    0.000 DatePickerSingle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Ol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Loading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Form.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:430(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 tools.py:1(<module>)
      714    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
        1    0.000    0.000    0.000    0.000 Img.py:1(<module>)
        1    0.000    0.000    0.000    0.000 S.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:110(ExtensionArray)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
      346    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 Iframe.py:1(<module>)
        3    0.000    0.000    0.000    0.000 steering_link.py:44(_steering_pickup_to_kingpin)
        1    0.000    0.000    0.000    0.000 Embed.py:1(<module>)
      477    0.000    0.000    0.000    0.000 typing.py:971(__hash__)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 representer.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:944(__init__)
      795    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7447169f8ea0}
        1    0.000    0.000    0.000    0.000 Basefont.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Source.py:1(<module>)
      695    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 pathlib.py:106(_compile_pattern)
        1    0.000    0.000    0.000    0.000 Meta.py:1(<module>)
       11    0.000    0.000    0.000    0.000 decorators.py:372(decorator)
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 sysconfig.py:190(_safe_realpath)
        1    0.000    0.000    0.000    0.000 Geolocation.py:6(Geolocation)
        1    0.000    0.000    0.000    0.000 Blockquote.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Rp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Marquee.py:6(Marquee)
        1    0.000    0.000    0.000    0.000 runtime.py:144(Context)
        1    0.000    0.000    0.000    0.000 transforms.py:1773(AffineBase)
        1    0.000    0.000    0.000    0.000 Footer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:4481(ParseElementEnhance)
       15    0.000    0.000    0.000    0.000 base.py:549(find)
        1    0.000    0.000    0.000    0.000 Video.py:6(Video)
        1    0.000    0.000    0.000    0.000 parser.py:139(parse_implicit_document_start)
        1    0.000    0.000    0.000    0.000 A.py:6(A)
        1    0.000    0.000    0.000    0.000 Base.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 timedeltas.py:103(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 __init__.py:575(get_cachedir)
        1    0.000    0.000    0.000    0.000 _callback_context.py:47(CallbackContext)
      318    0.000    0.000    0.000    0.000 rcsetup.py:906(_convert_validator_spec)
      284    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       39    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
        1    0.000    0.000    0.000    0.000 Rtc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:335(__new__)
        1    0.000    0.000    0.000    0.000 Script.py:6(Script)
       19    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
       66    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:423(realpath)
        1    0.000    0.000    0.000    0.000 H4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Meter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:551(set_results_name)
       18    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
        1    0.000    0.000    0.000    0.000 Bdi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Blink.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Audio.py:1(<module>)
       23    0.000    0.000    0.000    0.000 deprecation.py:190(finalize)
        1    0.000    0.000    0.000    0.000 utils.py:106(LazyFile)
        1    0.000    0.000    0.000    0.000 Select.py:6(Select)
        1    0.000    0.000    0.000    0.000 Hgroup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Time.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
        2    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
      489    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:246(Categorical)
        1    0.000    0.000    0.000    0.000 Main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:31(Request)
        1    0.000    0.000    0.000    0.000 Output.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 Rt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 Option.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kin_pc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 RadioItems.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Thead.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:823(StataMissingValue)
        2    0.000    0.000    0.000    0.000 core.py:3849(_setResultsName)
        1    0.000    0.000    0.000    0.000 core.py:1160(Command)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometric_sources.py:290(ConeSource)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
       10    0.000    0.000    0.000    0.000 dataset_adapter.py:428(add_default_reverse_numeric_op)
        1    0.000    0.000    0.000    0.000 Form.py:6(Form)
        1    0.000    0.000    0.000    0.000 Img.py:6(Img)
        1    0.000    0.000    0.000    0.000 MapEl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Tfoot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 DatePickerSingle.py:6(DatePickerSingle)
      164    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
        1    0.000    0.000    0.000    0.000 Template.py:1(<module>)
       34    0.000    0.000    0.000    0.000 generic.py:13611(make_doc)
        1    0.000    0.000    0.000    0.000 Colgroup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Label.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Iframe.py:6(Iframe)
       64    0.000    0.000    0.000    0.000 _decorators.py:443(__call__)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Mark.py:1(<module>)
      527    0.000    0.000    0.000    0.000 typing.py:2563(final)
        1    0.000    0.000    0.000    0.000 S.py:6(S)
       15    0.000    0.000    0.000    0.000 core.py:2088(__init__)
      202    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 Plaintext.py:1(<module>)
       51    0.000    0.000    0.000    0.000 colors.py:401(<genexpr>)
        1    0.000    0.000    0.000    0.000 async_utils.py:1(<module>)
       37    0.000    0.000    0.000    0.000 utils.py:78(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:586(get_data_path)
        1    0.000    0.000    0.000    0.000 sysconfig.py:448(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 Source.py:6(Source)
        1    0.000    0.000    0.000    0.000 Th.py:6(Th)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 Abbr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Canvas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 H1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Upload.py:1(<module>)
       10    0.000    0.000    0.000    0.000 themes.py:1431(__init__)
        7    0.000    0.000    0.000    0.000 blas.py:384(getter)
        1    0.000    0.000    0.000    0.000 report.py:153(PythonInfo)
        1    0.000    0.000    0.000    0.000 Nobr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:589(AsyncLoopContext)
        1    0.000    0.000    0.000    0.000 Rp.py:6(Rp)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
      4/2    0.000    0.000    0.000    0.000 <frozen posixpath>:432(_joinrealpath)
        1    0.000    0.000    0.000    0.000 patches.py:1303(Arrow)
       44    0.000    0.000    0.000    0.000 results.py:554(copy)
        1    0.000    0.000    0.000    0.000 Ol.py:6(Ol)
        1    0.000    0.000    0.000    0.000 formparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Keygen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Meta.py:6(Meta)
        8    0.000    0.000    0.000    0.000 render_window_interactor.py:195(add_observer)
        1    0.000    0.000    0.000    0.000 B.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Base.py:6(Base)
        1    0.000    0.000    0.000    0.000 Bdi.py:6(Bdi)
        1    0.000    0.000    0.000    0.000 U.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Samp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Meter.py:6(Meter)
        1    0.000    0.000    0.000    0.000 Loading.py:6(Loading)
     1796    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 Slider.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Var.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Big.py:1(<module>)
      376    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 Progress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Audio.py:6(Audio)
        1    0.000    0.000    0.000    0.000 Details.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Rtc.py:6(Rtc)
        1    0.000    0.000    0.000    0.000 Acronym.py:1(<module>)
        1    0.000    0.000    0.000    0.000 headers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Article.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Blockquote.py:6(Blockquote)
        1    0.000    0.000    0.000    0.000 Cite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Header.py:1(<module>)
      5/4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 period.py:80(PeriodIndex)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
        1    0.000    0.000    0.000    0.000 Frameset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Optgroup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Shadow.py:1(<module>)
      130    0.000    0.000    0.000    0.000 colors.py:979(__init__)
        1    0.000    0.000    0.000    0.000 Strike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Ins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Dfn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Del.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Dt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Aside.py:1(<module>)
